comment,Label,Score,Sentiment
" Santi shree & Anjali... great""",5 stars,0.7260822057723999,Very Positive
" ani tape recorder ustai ufff mannai parxa choreographer lai 🤙🤟""",1 star,0.24245081841945648,Very Negative
" संस्कृतिलाई गीतसङ्गीत मार्फत उजागर गर्नुभएकोमा हार्दिक बधाई !""",5 stars,0.2949957549571991,Very Positive
"""",3 stars,0.22428537905216217,Neutral
" I like it. thank you for this to entire team.""",5 stars,0.5515875816345215,Very Positive
"सुदर बस्तुको आकार बनाउनुहुन्छ नि यसरिनै प्रकाश दाजुले आम्नो गला अनि कलाले पनि उतिकै नेपाली संगीत बजार्मा नया आयाम थप्नु भयको छ।अनि यहि मानिस्को प्रगती देखेपछी जलन भयेर अब सुरु हुन्छ अओहो अब कता बात दोस लगाम भनेर आँखा तन्काउनेको पनि सुरु भो होला।अनि नेपाली हरुको मन जित्नु त गल्ती जस्तै हुन्छ यो डाहा गनेहरुको  जमात्लाइ।भय सम्मको शुभ कामना❤❤😘😘💐💐❣️❣️💕💕""",3 stars,0.24528108537197113,Neutral
बैशाखको आधिहुरि  झै भएर पुरै नेपाल बसन्तमय होस।🙏🙏,5 stars,0.3326635956764221,Very Positive
" voice and presentation.""",4 stars,0.38811182975769043,Positive
" Shanti ra Anjali baini le 💯% nyaye garnu vako chha.""",1 star,0.3217262923717499,Very Negative
" कन्सेप्ट सबै राम्रो छ 👌 सफलताको शुभकामना सम्पूर्ण टिम लाई।""",5 stars,0.60232013463974,Very Positive
" शिवम सिमेन्ट को प्रचार धेरै देखियो....सम्पुर्ण सकम्भरी समूह लाई बधाई तथा शुभकामना 👍️👍️💐💐""",5 stars,0.2641690671443939,Very Positive
" and new creation.❤️❤️""",5 stars,0.614191472530365,Very Positive
"अली लित Best of luck praksh saput bhai""",5 stars,0.4158862233161926,Very Positive
"हजुरलाई सदैब माया छ।""",1 star,0.26227042078971863,Very Negative
" jaha jun thau ma pani Ahile indirect rape huna gareko dekhinx chahe office hos ya aru kunai""",1 star,0.7034158110618591,Very Negative
 धर्मभिरुहरुले प्रचार गर्ने गरेको लयसंग समानान्तर छ । मतलव धर्ममा बिभेद छैन वा धर्मले कसैलाई बिभेद गर्दैन ।,3 stars,0.3366720676422119,Neutral
" yeti dherai muskil halat ma gujrer pani yeti ramro swar diyera geet lai nya dinu Chan chune kura hoina""",1 star,0.4443410336971283,Very Negative
" शब्द सबै एक्दम राम्रो लाग्यो ।""",5 stars,0.4391899108886719,Very Positive
" अनि दुखकाे कुरा त के छ भने ९०% बलत्कार या नाजायज बच्चा छाेरि नै जन्मिए का हुन्छन् यसकाे मतलब दैब पनि पक्षपाती छ कि जस्ताे लाग्छ मलाई  त।""",2 stars,0.3928801417350769,Negative
 प्रतिलिपि अधिकार जस्ता सम्पूर्ण अधिकार प्रकाश सपुतमै निहीत रहेको छ ।,3 stars,0.24469780921936035,Neutral
"  बदाई छ सवै जनालाई अहिले सम्म मैले 10 चोटिमा बडि हेरिसके ! ❤""",1 star,0.4718669354915619,Very Negative
"""",3 stars,0.22428537905216217,Neutral
" अभाव र बाध्यताले आफैं पलपल वेचिनु पर्ने कहिले सम्म ...???? सकम्वरी जस्ता हजारौँ चेलीको पीडा व्यथा बोकेको गीत विकृत राजनीतिको उपज समाजको यथार्थ चित्रण गर्नु भएकोमा प्रकाशजीलाई सलाम छ।जति पटक हेरे पनि आँखामा आँसु भरिएर आउछ।""",1 star,0.30860865116119385,Very Negative
" प्रताप दास वा क्या गज्जबको कहानी भएको गित""",1 star,0.2817234992980957,Very Negative
" wooo your mind❤❤❤❤""",5 stars,0.388433039188385,Very Positive
" voice and the expression of Anjali Adhikari is awesome . Will be 3 years in few months but still the favourite one❤""",5 stars,0.7481623291969299,Very Positive
" aatma that hunt every culprit brutally.""",5 stars,0.4377988576889038,Very Positive
"rakchya garun.""",2 stars,0.23501722514629364,Negative
" अभिनय अनी प्रस्तुती ।  धन्यवाद अनी वधाइ छ प्रकाश जि लाई ।""",5 stars,0.30284854769706726,Very Positive
"Really hatsup to Prakash Saput brother for ur fabulous concept and lyrics as well as song.Hatsupp to the entire team as well❤️❤️""",5 stars,0.5636304616928101,Very Positive
 ,4 stars,0.2846148908138275,Positive
"जातिय छुवाछुत को बिषय लाइ लिएर रचिएको गितले राम्रो सन्देश दिएको छ""",4 stars,0.38987767696380615,Positive
" खराब प्रवृत्ति र एउटा बलात्कृत नारीको व्यथालाई झल्काउने गीत प्रस्तुत गर्नु भएकोमा दाजु हजुरलाई धेरै धेरै धन्यवाद।""",2 stars,0.38867631554603577,Negative
"केकि अधिकारीको अभिनय  लगाएत सम्पूर्ण टिमलाई नै बधाई !!🙏🙏🇳🇵🇳🇵""",1 star,0.43337664008140564,Very Negative
"आफ्नै vocal आफ्नै प्रस्तुति आफ्नै शब्द अनि आफ्नै कलकारिता!🎉मान्नै पर्छ सबैले❤❤""",1 star,0.341971755027771,Very Negative
" equality and same opportunity.. this country belongs to every single citizens and govt. should give them same opportunity.""",5 stars,0.6578050255775452,Very Positive
" नारायण दाजुकोत के कुरा। प्रकाश दजुलाइ सफल्ताको शुभकामना । म मिनाश्री""",5 stars,0.5214947462081909,Very Positive
"यस को भाग २ को प्रतीक्षा मा छु""",4 stars,0.27115392684936523,Positive
" देखावटी पन अनि असीमित चाहानाले समाजमा यस्ता धेरै बिकृति र अपराध  फैलिदै गएको छ यसलाइ अब कसरी नियन्त्रण गर्ने? तपाइको एउटा् सानो भिडियोमा वस्तविकता धेरै छ""",2 stars,0.3670461177825928,Negative
"santa haru vannchan bagawan ko charitra lai manuranjan banayo vane tesko nas nischit cha re .""",1 star,0.332470178604126,Very Negative
 विभेद र  अन्याय बिरुद्ध गीत सांगीतको माध्यमबाट तिखो प्रहार र तीब्र गतिमा जनजनमा अनि मनमनमा बस्न सफल  नेपाली सांगीतिक क्षेत्रका एक प्रकाश र सपूत ,5 stars,0.550843358039856,Very Positive
" this video would be viewed and shared in significant amount among these countries if provided with subtitle .""",4 stars,0.21929065883159637,Positive
"यो कस्तो भिडियो बनायो यार""",1 star,0.2933695316314697,Very Negative
" तपाईंले प्रतिलिपि गर्ने जुनसुकै पाठ यहाँ सुरक्षित गरिने छ।""",5 stars,0.4087144434452057,Very Positive
" dhanyabaad cha Prakash Saput sir Ra sampurna teamlai🙏🙏""",5 stars,0.22757817804813385,Very Positive
"❤❤""",5 stars,0.2638106942176819,Very Positive
"2 ✌✌✌✌""",2 stars,0.2955757677555084,Negative
"छाती चर्को चरर मयाँ....... रुन्छु म धरर""",1 star,0.39152857661247253,Very Negative
"tapaeni..?""",1 star,0.34088629484176636,Very Negative
" साथै सम्पुर्ण टीमलाई मन देखि नै माया एबम मीठो प्यार 🌹🌹""",5 stars,0.6356932520866394,Very Positive
" na vhia yeti ramro music video lai dislike garne ? #nooffence ☮️🙏 #StopBeingAnimal🖕""",1 star,0.5837039351463318,Very Negative
"aba chadai corrode ko views maa pugeko herna paam and best wishes hole team lai""",1 star,0.36826077103614807,Very Negative
";)""",5 stars,0.34909066557884216,Very Positive
" गित संगीत राम्रा अनि स्तरीय छैनन् भन्न खोजेको होईन; सबैलाई सम्मान एवं उत्तिकै माया गर्छु । तर  ...प्रकाश सपुत ज्यूको """"बोल माया"""".... कालजयी बनेको छ । नेपाली  साङ्गितिक इतिहासमा स्वर्ण अक्षरमा लेखिने छ । ....प्रकाश सपुत ज्यू अनि  सम्पुर्ण टिमलाई हृदयदेखि सलाम .........।",3 stars,0.26212799549102783,Neutral
"  vocal n  nice presentation""",4 stars,0.45831239223480225,Positive
" आमा प्रतिको माया देखेर । 🌹🌹🌹""",5 stars,0.37050139904022217,Very Positive
"""",3 stars,0.22428537905216217,Neutral
" I would like to listen to such folk songs. Thank you and congratulations to the entire team.""",5 stars,0.6104726195335388,Very Positive
" तर म मेरो  देश प्रति गर्व छैन }""",3 stars,0.3111131489276886,Neutral
"""",3 stars,0.22428537905216217,Neutral
